country,year,variable,value
Mali,2018,Population aged 0 to 14 years old (percentage),47.5
Mali,2018,Population aged 60+ years old (percentage),3.9
Mali,2018,Population density,15.7
Malta,2005,Population mid-year estimates (millions),0.41
Malta,2005,Population mid-year estimates for males (millions),0.2
Malta,2005,Population mid-year estimates for females (millions),0.2
Malta,2005,Sex ratio (males per 100 females),99.1
Malta,2005,Population aged 0 to 14 years old (percentage),17.7
Malta,2005,Population aged 60+ years old (percentage),18.8
Malta,2005,Population density,"1,271.20"
Malta,2010,Population mid-year estimates (millions),0.42
Malta,2010,Population mid-year estimates for males (millions),0.21
Malta,2010,Population mid-year estimates for females (millions),0.21
Malta,2010,Sex ratio (males per 100 females),99.1
Malta,2010,Population aged 0 to 14 years old (percentage),15.2
Malta,2010,Population aged 60+ years old (percentage),22.9
Malta,2010,Population density,"1,300.30"
Malta,2015,Population mid-year estimates (millions),0.43
Malta,2015,Population mid-year estimates for males (millions),0.21
Malta,2015,Population mid-year estimates for females (millions),0.21
Malta,2015,Sex ratio (males per 100 females),100.6
Malta,2015,Population aged 0 to 14 years old (percentage),14.4
Malta,2015,Population aged 60+ years old (percentage),25.1
Malta,2015,Population density,"1,336.30"
Malta,2015,Surface area (thousand km2),0
Malta,2018,Population mid-year estimates (millions),0.43
Malta,2018,Population mid-year estimates for males (millions),0.22
Malta,2018,Population mid-year estimates for females (millions),0.22
Malta,2018,Sex ratio (males per 100 females),100.9
Malta,2018,Population aged 0 to 14 years old (percentage),14.5
Malta,2018,Population aged 60+ years old (percentage),26.6
Malta,2018,Population density,"1,350.30"
Marshall Islands,2004,Population mid-year estimates (millions),0.05
Marshall Islands,2004,Sex ratio (males per 100 females),104
Marshall Islands,2004,Population aged 0 to 14 years old (percentage),40.6
Marshall Islands,2004,Population aged 60+ years old (percentage),3.6
Marshall Islands,2004,Population density,289.3
Marshall Islands,2005,Population mid-year estimates (millions),0.05
Marshall Islands,2005,Population density,289.2
Marshall Islands,2010,Population mid-year estimates (millions),0.05
Marshall Islands,2010,Sex ratio (males per 100 females),105.2
Marshall Islands,2010,Population aged 0 to 14 years old (percentage),40.9
Marshall Islands,2010,Population aged 60+ years old (percentage),4.5
Marshall Islands,2010,Population density,291.3
Marshall Islands,2015,Population mid-year estimates (millions),0.05
Marshall Islands,2015,Population density,294.4
Marshall Islands,2015,Surface area (thousand km2),0
Marshall Islands,2016,Population mid-year estimates (millions),0.05
Marshall Islands,2016,Sex ratio (males per 100 females),104.5
Marshall Islands,2016,Population aged 0 to 14 years old (percentage),39
Marshall Islands,2016,Population aged 60+ years old (percentage),5.5
Marshall Islands,2016,Population density,294.8
Marshall Islands,2018,Population mid-year estimates (millions),0.05
Marshall Islands,2018,Population density,295.4
Martinique,2005,Population mid-year estimates (millions),0.4
Martinique,2005,Population mid-year estimates for males (millions),0.19
Martinique,2005,Population mid-year estimates for females (millions),0.21
Martinique,2005,Sex ratio (males per 100 females),87.3
Martinique,2005,Population aged 0 to 14 years old (percentage),21.1
Martinique,2005,Population aged 60+ years old (percentage),18
Martinique,2005,Population density,374.6
Martinique,2010,Population mid-year estimates (millions),0.39
Martinique,2010,Population mid-year estimates for males (millions),0.18
Martinique,2010,Population mid-year estimates for females (millions),0.21
Martinique,2010,Sex ratio (males per 100 females),85.8
Martinique,2010,Population aged 0 to 14 years old (percentage),19.6
Martinique,2010,Population aged 60+ years old (percentage),20.6
Martinique,2010,Population density,372.6
Martinique,2015,Population mid-year estimates (millions),0.39
Martinique,2015,Population mid-year estimates for males (millions),0.18
Martinique,2015,Population mid-year estimates for females (millions),0.21
Martinique,2015,Sex ratio (males per 100 females),83.9
Martinique,2015,Population aged 0 to 14 years old (percentage),18.4
Martinique,2015,Population aged 60+ years old (percentage),24.3
Martinique,2015,Population density,364
Martinique,2015,Surface area (thousand km2),1
Martinique,2018,Population mid-year estimates (millions),0.39
Martinique,2018,Population mid-year estimates for males (millions),0.18
Martinique,2018,Population mid-year estimates for females (millions),0.21
Martinique,2018,Sex ratio (males per 100 females),83.3
Martinique,2018,Population aged 0 to 14 years old (percentage),17.6
Martinique,2018,Population aged 60+ years old (percentage),26.4
Martinique,2018,Population density,363.3
Mauritania,2005,Population mid-year estimates (millions),3.13
Mauritania,2005,Population mid-year estimates for males (millions),1.57
Mauritania,2005,Population mid-year estimates for females (millions),1.56
Mauritania,2005,Sex ratio (males per 100 females),100.4
Mauritania,2005,Population aged 0 to 14 years old (percentage),42.1
Mauritania,2005,Population aged 60+ years old (percentage),4.8
Mauritania,2005,Population density,3
Mauritania,2010,Population mid-year estimates (millions),3.61
Mauritania,2010,Population mid-year estimates for males (millions),1.81
Mauritania,2010,Population mid-year estimates for females (millions),1.8
Mauritania,2010,Sex ratio (males per 100 females),100.9
Mauritania,2010,Population aged 0 to 14 years old (percentage),41.2
Mauritania,2010,Population aged 60+ years old (percentage),4.8
Mauritania,2010,Population density,3.5
Mauritania,2015,Population mid-year estimates (millions),4.18
Mauritania,2015,Population mid-year estimates for males (millions),2.11
Mauritania,2015,Population mid-year estimates for females (millions),2.08
Mauritania,2015,Sex ratio (males per 100 females),101.4
Mauritania,2015,Population aged 0 to 14 years old (percentage),40.2
Mauritania,2015,Population aged 60+ years old (percentage),4.9
Mauritania,2015,Population density,4.1
Mauritania,2015,Surface area (thousand km2),"1,031"
Mauritania,2018,Population mid-year estimates (millions),4.54
Mauritania,2018,Population mid-year estimates for males (millions),2.29
Mauritania,2018,Population mid-year estimates for females (millions),2.25
Mauritania,2018,Sex ratio (males per 100 females),101.7
Mauritania,2018,Population aged 0 to 14 years old (percentage),39.7
Mauritania,2018,Population aged 60+ years old (percentage),5.1
Mauritania,2018,Population density,4.4
Mauritius,2005,Population mid-year estimates (millions),1.22
Mauritius,2005,Population mid-year estimates for males (millions),0.61
Mauritius,2005,Population mid-year estimates for females (millions),0.62
Mauritius,2005,Sex ratio (males per 100 females),98.3
Mauritius,2005,Population aged 0 to 14 years old (percentage),24.7
Mauritius,2005,Population aged 60+ years old (percentage),9.6
Mauritius,2005,Population density,602
Mauritius,2010,Population mid-year estimates (millions),1.25
Mauritius,2010,Population mid-year estimates for males (millions),0.62
Mauritius,2010,Population mid-year estimates for females (millions),0.63
Mauritius,2010,Sex ratio (males per 100 females),98.3
Mauritius,2010,Population aged 0 to 14 years old (percentage),21.9
Mauritius,2010,Population aged 60+ years old (percentage),12.1
Mauritius,2010,Population density,614.8
Mauritius,2015,Population mid-year estimates (millions),1.26
Mauritius,2015,Population mid-year estimates for males (millions),0.62
Mauritius,2015,Population mid-year estimates for females (millions),0.64
Mauritius,2015,Sex ratio (males per 100 females),98.1
Mauritius,2015,Population aged 0 to 14 years old (percentage),19.4
Mauritius,2015,Population aged 60+ years old (percentage),15.4
Mauritius,2015,Population density,620.4
Mauritius,2015,Surface area (thousand km2),2
Mauritius,2018,Population mid-year estimates (millions),1.27
Mauritius,2018,Population mid-year estimates for males (millions),0.63
Mauritius,2018,Population mid-year estimates for females (millions),0.64
Mauritius,2018,Sex ratio (males per 100 females),97.7
Mauritius,2018,Population aged 0 to 14 years old (percentage),17.9
Mauritius,2018,Population aged 60+ years old (percentage),17.2
Mauritius,2018,Population density,624.8
Mayotte,2005,Population mid-year estimates (millions),0.18
Mayotte,2005,Population mid-year estimates for males (millions),0.09
Mayotte,2005,Population mid-year estimates for females (millions),0.09
Mayotte,2005,Sex ratio (males per 100 females),97.2
Mayotte,2005,Population aged 0 to 14 years old (percentage),42.4
Mayotte,2005,Population aged 60+ years old (percentage),4.8
Mayotte,2005,Population density,474.9
Mayotte,2010,Population mid-year estimates (millions),0.21
Mayotte,2010,Population mid-year estimates for males (millions),0.1
Mayotte,2010,Population mid-year estimates for females (millions),0.11
Mayotte,2010,Sex ratio (males per 100 females),95.6
Mayotte,2010,Population aged 0 to 14 years old (percentage),42.9
Mayotte,2010,Population aged 60+ years old (percentage),5.1
Mayotte,2010,Population density,556.6
Mayotte,2018,Population mid-year estimates (millions),0.26
Mayotte,2018,Population mid-year estimates for males (millions),0.13
Mayotte,2018,Population mid-year estimates for females (millions),0.13
Mayotte,2018,Sex ratio (males per 100 females),96.8
Mayotte,2018,Population aged 0 to 14 years old (percentage),40.2
Mayotte,2018,Population aged 60+ years old (percentage),5.9
Mayotte,2018,Population density,692.5
Mexico,2005,Population mid-year estimates (millions),108.47
Mexico,2005,Population mid-year estimates for males (millions),53.95
Mexico,2005,Population mid-year estimates for females (millions),54.53
Mexico,2005,Sex ratio (males per 100 females),98.9
Mexico,2005,Population aged 0 to 14 years old (percentage),32.3
Mexico,2005,Population aged 60+ years old (percentage),7.7
Mexico,2005,Population density,55.8
Mexico,2010,Population mid-year estimates (millions),117.32
Mexico,2010,Population mid-year estimates for males (millions),58.39
Mexico,2010,Population mid-year estimates for females (millions),58.93
Mexico,2010,Sex ratio (males per 100 females),99.1
Mexico,2010,Population aged 0 to 14 years old (percentage),29.8
Mexico,2010,Population aged 60+ years old (percentage),8.4
Mexico,2010,Population density,60.4
Mexico,2015,Population mid-year estimates (millions),125.89
Mexico,2015,Population mid-year estimates for males (millions),62.68
Mexico,2015,Population mid-year estimates for females (millions),63.21
Mexico,2015,Sex ratio (males per 100 females),99.2
Mexico,2015,Population aged 0 to 14 years old (percentage),27.5
Mexico,2015,Population aged 60+ years old (percentage),9.6
Mexico,2015,Population density,64.8
Mexico,2015,Surface area (thousand km2),"1,964"
Mexico,2018,Population mid-year estimates (millions),130.76
Mexico,2018,Population mid-year estimates for males (millions),65.11
Mexico,2018,Population mid-year estimates for females (millions),65.65
Mexico,2018,Sex ratio (males per 100 females),99.2
Mexico,2018,Population aged 0 to 14 years old (percentage),26.3
Mexico,2018,Population aged 60+ years old (percentage),10.4
Mexico,2018,Population density,67.3
Micronesia (Fed. States of),2005,Population mid-year estimates (millions),0.11
Micronesia (Fed. States of),2005,Population mid-year estimates for males (millions),0.05
Micronesia (Fed. States of),2005,Population mid-year estimates for females (millions),0.05
Micronesia (Fed. States of),2005,Sex ratio (males per 100 females),103.3
Micronesia (Fed. States of),2005,Population aged 0 to 14 years old (percentage),38.8
Micronesia (Fed. States of),2005,Population aged 60+ years old (percentage),5.5
Micronesia (Fed. States of),2005,Population density,151.7
Micronesia (Fed. States of),2010,Population mid-year estimates (millions),0.1
Micronesia (Fed. States of),2010,Population mid-year estimates for males (millions),0.05
Micronesia (Fed. States of),2010,Population mid-year estimates for females (millions),0.05
Micronesia (Fed. States of),2010,Sex ratio (males per 100 females),104.3
Micronesia (Fed. States of),2010,Population aged 0 to 14 years old (percentage),36.9
Micronesia (Fed. States of),2010,Population aged 60+ years old (percentage),6.2
Micronesia (Fed. States of),2010,Population density,148
Micronesia (Fed. States of),2015,Population mid-year estimates (millions),0.1
Micronesia (Fed. States of),2015,Population mid-year estimates for males (millions),0.05
Micronesia (Fed. States of),2015,Population mid-year estimates for females (millions),0.05
